evt,year,month,day,hour,minute,second,evlat,evlon,evdep,evmag,time_shift,half_duration,m_rr,m_tt,m_pp,m_rt,m_rp,m_tp
C202209260959A,2022,9,26,9,59,56,54.17,-35.15,12.0,5.7,0,1.7,-4.3899999999999994e+17,1.66e+16,4.22e+17,1.0799999999999998e+17,2.3199999999999996e+16,4.05e+16
C202209261358A,2022,9,26,13,58,2,-15.3,168.33,12.0,5.27,0,1.1,9.19e+16,-1000000000000000.0,-9.08e+16,3.76e+16,1200000000000000.0,2.36e+16
C202209282234A,2022,9,28,22,34,47,8.56,-102.87,12.0,5.37,0,1.2,-4800000000000000.0,5400000000000000.0,-500000000000000.0,-5.169999999999999e+16,1.2e+16,-1.35e+17
C202209290303A,2022,9,29,3,3,24,-60.79,-19.59,12.0,6.45,0,4.1,-4.96e+18,5.88e+17,4.3699999999999995e+18,1.5799999999999997e+18,6.4e+16,3.23e+18
C202209291532A,2022,9,29,15,32,30,53.95,-34.98,12.0,5.75,0,1.8,5.31e+17,-2.68e+16,-5.04e+17,-1.16e+17,-1.22e+16,-6.13e+16
C202209292222A,2022,9,29,22,22,38,22.96,95.01,169.3,5.63,0,1.6,2.07e+17,-2.63e+17,5.58e+16,-2.2e+17,-9.79e+16,6.88e+16
C202209292259A,2022,9,29,22,59,1,-22.86,172.33,18.1,5.72,0,1.8,4.13e+17,-4.38e+17,2.5099999999999996e+16,2.06e+17,4.11e+16,1.2699999999999998e+16
C202209301928A,2022,9,30,19,28,39,2.17,98.91,16.6,5.79,0,1.9,-1.21e+17,-4.98e+17,6.19e+17,-7.91e+16,-1.6399999999999998e+16,2.03e+17
C202210010118A,2022,10,1,1,18,53,53.79,-35.42,12.0,5.91,0,2.2,9.27e+17,-8999999999999999.0,-9.17e+17,-9.3e+16,3.9e+16,9.1e+16
C202210011502A,2022,10,1,15,2,32,31.37,131.57,34.8,5.78,0,1.9,4.5299999999999994e+17,-3.4299999999999996e+16,-4.19e+17,1.79e+17,2.96e+17,-1.6599999999999997e+17
C202210011636A,2022,10,1,16,36,50,15.0,-94.0,26.2,5.63,0,1.6,-2300000000000000.0,-2.1499999999999997e+17,2.18e+17,-1.1499999999999998e+17,2.66e+17,-2499999999999999.5
C202210020214A,2022,10,2,2,14,39,16.97,147.38,17.0,5.59,0,1.5,-1.16e+17,4600000000000000.0,1.11e+17,-8.77e+16,2.6899999999999997e+17,-3.709999999999999e+16
C202210020732A,2022,10,2,7,32,25,-37.71,77.93,12.0,5.69,0,1.7,-3.4199999999999996e+16,-2.7e+17,3.0399999999999994e+17,-3.91e+16,6.46e+16,-3.17e+17
C202210021305A,2022,10,2,13,5,41,-57.82,-24.86,39.6,5.73,0,1.8,4.47e+17,3.3999999999999996e+16,-4.8099999999999994e+17,-2.6399999999999996e+16,1.7e+17,8.86e+16
C202210021900A,2022,10,2,19,0,22,23.74,-108.52,16.8,5.56,0,1.5,-6100000000000000.0,-2.54e+17,2.5999999999999997e+17,-5.74e+16,-1900000000000000.0,-8.31e+16
C202210030700A,2022,10,3,7,0,39,-56.34,-25.64,17.1,5.44,0,1.3,1.34e+17,-4.13e+16,-9.24e+16,-5.519999999999999e+16,9.519999999999998e+16,8.31e+16
C202210050021A,2022,10,5,0,21,29,38.41,45.11,23.1,5.67,0,1.7,1.3599999999999998e+17,-3.7e+17,2.34e+17,9.77e+16,1.27e+17,-1.93e+17
C202210050826A,2022,10,5,8,26,21,-5.03,-80.7,42.0,5.87,0,2.1,4.2e+16,1.1499999999999998e+17,-1.57e+17,-3.33e+17,6.86e+17,-2.33e+17
C202210070924A,2022,10,7,9,24,49,-15.21,-172.91,19.9,5.62,0,1.6,1.3799999999999998e+17,1.27e+17,-2.6499999999999997e+17,1.18e+17,1.98e+17,7.96e+16
C202210081442A,2022,10,8,14,42,17,-54.33,-132.9,12.0,5.65,0,1.6,-1300000000000000.0,2.5299999999999997e+17,-2.52e+17,100000000000000.0,6.799999999999999e+16,2.7e+17
C202210091638A,2022,10,9,16,38,5,-1.05,-23.5,15.8,6.18,0,3.0,-1.03e+17,5.0199999999999994e+17,-3.98e+17,8.56e+17,9999999999999998.0,-2.15e+18
C202210092258A,2022,10,9,22,58,50,-16.1,178.25,15.4,5.4,0,1.2,-1.23e+16,-6.59e+16,7.82e+16,3.3599999999999996e+16,-1.84e+16,1.34e+17
C202210101755A,2022,10,10,17,55,10,-20.03,-176.64,12.3,5.45,0,1.3,-2.77e+16,3.09e+16,-3200000000000000.0,6.199999999999999e+16,1.12e+16,1.75e+17
C202210101924A,2022,10,10,19,24,40,23.91,122.11,30.3,5.68,0,1.7,1.98e+17,-2.7899999999999997e+17,8.15e+16,2.5999999999999997e+17,2.18e+17,1.45e+16
C202210132220A,2022,10,13,22,20,20,-4.98,153.41,88.2,6.32,0,3.5,1.91e+18,3.06e+17,-2.22e+18,8000000000000000.0,-3.07e+18,9.54e+17
B202210141005A,2022,10,14,10,5,17,-21.05,-178.65,574.9,5.47,0,1.3,5600000000000000.0,-1.9999999999999996e+16,1.44e+16,-1.3099999999999998e+17,-1.54e+17,-1.65e+16
C202210161248A,2022,10,16,12,48,22,4.31,-87.63,12.0,6.39,0,3.8,-4.94e+17,4.4e+18,-3.9099999999999995e+18,1.18e+18,3.85e+17,2.25e+18
C202210190435A,2022,10,19,4,35,35,37.81,92.25,13.7,5.29,0,1.1,5.51e+16,-1.11e+17,5.57e+16,-1000000000000000.0,-4.87e+16,1.96e+16
C202210191503A,2022,10,19,15,3,2,-7.75,-13.71,12.0,5.74,0,1.8,4.77e+17,1.23e+16,-4.89e+17,-8.62e+16,9.73e+16,-8.999999999999998e+16
C202210200612A,2022,10,20,6,12,20,-3.7,-103.52,12.0,5.31,0,1.1,-3100000000000000.0,3.04e+16,-2.72e+16,2.6399999999999996e+16,3.85e+16,1.05e+17
C202210201157A,2022,10,20,11,57,11,7.5,-82.29,12.1,6.73,0,5.6,1.08e+19,-6.299999999999999e+18,-4.46e+18,6e+18,-9.5e+18,5.35e+18
C202210240750A,2022,10,24,7,50,58,-14.98,-173.27,12.0,6.01,0,2.4,-1.72e+17,1.79e+17,-7000000000000000.0,-1.26e+18,2.4399999999999997e+17,4.699999999999999e+16
C202210250013A,2022,10,25,0,13,2,-58.85,-25.66,83.8,6.29,0,3.4,1.0399999999999999e+18,-2.45e+18,1.41e+18,6.23e+17,-2.46e+18,1.14e+18
C202210251459A,2022,10,25,14,59,3,17.86,120.64,18.0,6.49,0,4.3,4.0999999999999995e+18,-3.5e+18,-6.01e+17,-4.65e+18,-1.67e+18,-3.2e+18
C202210280355A,2022,10,28,3,56,0,-35.75,-178.94,54.0,5.48,0,1.3,1.7299999999999997e+17,-7.49e+16,-9.8e+16,-7.829999999999998e+16,1600000000000000.0,-1.2899999999999998e+17
C202210282022B,2022,10,28,20,22,5,-14.6,-76.35,12.4,5.98,0,2.4,6.48e+17,-3.9e+16,-6.079999999999999e+17,1.34e+17,-9.239999999999999e+17,2.75e+17
C202210290009A,2022,10,29,0,9,47,-14.51,-76.35,14.2,5.78,0,1.9,3.58e+17,-5400000000000000.0,-3.52e+17,8.1e+16,-4.44e+17,1.3799999999999998e+17
C202210310814A,2022,10,31,8,14,33,-39.0,-92.0,12.0,5.68,0,1.7,-1.98e+16,4.84e+16,-2.8599999999999996e+16,9.45e+16,-8.699999999999998e+16,-3.9499999999999994e+17
C202210311322A,2022,10,31,13,22,43,-2.52,-76.28,146.9,5.63,0,1.6,-2.77e+17,2.81e+16,2.49e+17,1.35e+17,6400000000000000.0,-1.83e+17
C202210312142A,2022,10,31,21,42,50,39.83,15.62,281.8,5.45,0,1.3,-8.17e+16,1.75e+17,-9.33e+16,1.93e+16,-1.07e+17,2.0599999999999996e+16
C202211020453A,2022,11,2,4,53,12,31.5,-133.45,22.9,6.01,0,2.5,-4.8699999999999994e+17,2.5299999999999997e+17,2.34e+17,6.7e+16,-2.93e+17,1.25e+18
C202211021417A,2022,11,2,14,17,51,-61.07,-25.47,12.0,6.06,0,2.6,-3.65e+17,1.13e+18,-7.63e+17,-1.41e+17,2.13e+17,1.2e+18
C202211031846A,2022,11,3,18,46,44,-6.58,130.56,91.6,5.48,0,1.3,1.61e+17,-2.27e+17,6.59e+16,1.3499999999999998e+16,3.59e+16,7.56e+16
C202211032059A,2022,11,3,20,59,24,-41.15,-16.62,12.0,5.41,0,1.2,-1.5999999999999997e+17,-8999999999999999.0,1.69e+17,-9400000000000000.0,8399999999999999.0,4999999999999999.0
C202211040426A,2022,11,4,4,26,11,13.01,-89.71,51.0,5.7,0,1.7,2.89e+17,-3.4599999999999994e+17,5.74e+16,1.62e+17,-1.69e+17,2.29e+17
C202211041002A,2022,11,4,10,2,46,28.28,-112.32,14.8,6.11,0,2.8,-1.7999999999999997e+17,-1.68e+18,1.86e+18,-1.49e+17,-2.8099999999999997e+17,-3.8999999999999994e+17
C202211060003A,2022,11,6,0,3,13,2.62,124.7,240.4,5.65,0,1.6,-1.2999999999999998e+17,-5600000000000000.0,1.3599999999999998e+17,-6.95e+16,-3.16e+17,-1.21e+17
C202211082027A,2022,11,8,20,27,23,29.21,81.15,12.0,5.67,0,1.7,3.1e+17,-3.47e+17,3.66e+16,1.98e+17,-5.76e+16,1.2299999999999998e+17
C202211090607A,2022,11,9,6,7,27,43.9,13.37,12.0,5.71,0,1.7,3.44e+17,-1.5199999999999997e+17,-1.92e+17,-1.86e+17,2.4399999999999997e+17,1.71e+17
C202211090938A,2022,11,9,9,38,42,-25.87,178.26,642.6,6.79,0,6.0,-7.47e+18,9.69e+18,-2.22e+18,-1.0899999999999998e+19,-1.3599999999999998e+19,-8.4e+17
C202211090951A,2022,11,9,9,51,4,-26.03,178.38,669.5,6.97,0,7.4,-9.22e+18,2.57e+19,-1.6499999999999998e+19,-9.63e+18,-2.49e+19,8.34e+18
C202211091014A,2022,11,9,10,14,33,-25.63,178.33,636.4,6.61,0,4.9,-9.169999999999999e+18,6.21e+18,2.95e+18,-1.22e+18,-5.53e+18,-3.6999999999999995e+18
C202211100501A,2022,11,10,5,1,7,28.25,94.59,23.9,5.54,0,1.5,1.12e+17,-1.12e+17,-400000000000000.0,2.2999999999999997e+17,-1000000000000000.0,-5.39e+16
C202211111048A,2022,11,11,10,48,45,-19.22,-172.01,52.0,7.29,0,10.8,1.08e+20,-1.95e+19,-8.83e+19,-7.6e+18,-8.699999999999999e+18,-4.26e+19
C202211120439A,2022,11,12,4,39,47,14.15,-91.08,77.2,5.81,0,2.0,-1.75e+16,2.03e+17,-1.86e+17,3.6899999999999994e+17,-4.65e+17,-2.27e+17
C202211120709A,2022,11,12,7,9,14,-20.02,-178.27,599.1,6.95,0,7.3,-1.44e+19,1.15e+19,2.8499999999999995e+18,-2.49e+19,-1.8099999999999998e+19,3.45e+18
C202211130224A,2022,11,13,2,24,2,-37.37,-73.46,29.0,6.16,0,2.8,-1.2e+18,5.55e+17,6.41e+17,3.92e+17,-1.9e+18,4.95e+17
C202211130224B,2022,11,13,2,24,57,-37.6,-73.69,20.0,6.32,0,3.5,2.0999999999999997e+18,9999999999999998.0,-2.1099999999999997e+18,-8.6e+16,-3.1399999999999995e+18,9.9e+16
C202211140504A,2022,11,14,5,4,11,-25.96,178.21,643.7,6.04,0,2.6,-5.35e+17,1.27e+18,-7.379999999999999e+17,-2.87e+17,-8.93e+17,-1.7e+17
C202211140808A,2022,11,14,8,8,26,33.83,137.19,350.9,6.12,0,2.8,-4.54e+17,1.5599999999999997e+18,-1.1e+18,-7.7e+16,-9.889999999999999e+17,-8.28e+17
C202211141501A,2022,11,14,15,1,52,-63.79,-167.11,12.0,5.61,0,1.6,-5.6e+16,3.47e+17,-2.91e+17,-9499999999999998.0,1.12e+16,8.02e+16
C202211160601A,2022,11,16,6,1,32,-4.97,100.41,13.4,5.55,0,1.4,1.47e+17,-5.25e+16,-9.44e+16,1.3799999999999998e+17,-1.71e+17,6.679999999999999e+16
C202211162132A,2022,11,16,21,32,44,31.75,-103.9,12.0,5.35,0,1.2,-1.17e+17,8.85e+16,2.85e+16,-1.29e+16,-1.52e+16,-8.09e+16
C202211162226A,2022,11,16,22,26,53,-11.73,166.41,151.9,5.87,0,2.1,8.079999999999999e+17,-7.1e+16,-7.37e+17,1.9399999999999997e+17,-8.1e+16,-3000000000000000.0
C202211171121A,2022,11,17,11,21,34,-22.3,170.24,27.6,5.58,0,1.5,1.65e+17,-1.27e+17,-3.769999999999999e+16,2.1599999999999997e+17,-9.89e+16,1.02e+17
C202211181337A,2022,11,18,13,37,8,-4.98,100.3,12.0,6.9,0,6.9,1.07e+19,-3.03e+18,-7.689999999999999e+18,1.5099999999999998e+19,-2.14e+19,4.42e+18
C202211190049A,2022,11,19,0,49,37,-52.32,14.03,12.0,5.49,0,1.3,-1.64e+17,2.14e+17,-5e+16,7.37e+16,-6.269999999999999e+16,1.47e+16
C202211202324A,2022,11,20,23,24,59,35.82,26.39,85.2,5.43,0,1.2,5.38e+16,1.2199999999999998e+17,-1.76e+17,6.609999999999999e+16,-3.53e+16,-1.06e+16
C202211210621A,2022,11,21,6,21,10,-6.84,107.07,15.0,5.56,0,1.4,2899999999999999.5,-8.86e+16,8.57e+16,2.47e+16,8.62e+16,2.45e+17
C202211211509B,2022,11,21,15,9,30,52.19,-168.21,20.6,5.6,0,1.5,2.17e+17,-1.75e+17,-4.18e+16,1.97e+17,1.07e+17,-9.38e+16
C202211220203A,2022,11,22,2,3,7,-9.85,159.59,20.7,6.98,0,7.6,-7.23e+18,6.68e+18,5.5e+17,3.2099999999999996e+19,-6.16e+18,1.63e+19
C202211220237A,2022,11,22,2,37,57,-9.88,159.52,17.2,6.03,0,2.4,-1.0199999999999999e+18,1.0199999999999999e+18,-7000000000000000.0,8.52e+17,-1.3099999999999998e+17,3.35e+17
C202211221639A,2022,11,22,16,39,5,30.74,-116.41,12.0,6.16,0,2.9,-1.26e+17,-2.01e+18,2.1299999999999997e+18,1.82e+17,3.66e+17,5.64e+17
C202211230108A,2022,11,23,1,8,15,40.87,31.06,14.6,6.1,0,2.7,-2.98e+17,9.3e+17,-6.32e+17,-2.3e+16,3.65e+17,-1.54e+18
C202211251346A,2022,11,25,13,46,51,-9.83,159.8,26.1,5.73,0,1.8,-2099999999999999.8,-5.1e+16,5.309999999999999e+16,4.72e+17,3.64e+16,1.61e+17
C202211260605A,2022,11,26,6,5,35,18.85,147.2,17.1,5.64,0,1.6,2.21e+17,-1.5399999999999998e+16,-2.06e+17,7.34e+16,2.6499999999999997e+17,-1.09e+17
C202211270250A,2022,11,27,2,50,52,-24.98,-112.27,12.5,5.58,0,1.5,-6.13e+16,-6200000000000000.0,6.75e+16,-4.23e+16,4.08e+16,2.82e+17
C202211280251A,2022,11,28,2,51,23,37.09,-32.54,12.0,5.89,0,2.1,-6.05e+17,6.55e+17,-5e+16,-1.9399999999999997e+17,1.0099999999999998e+17,5.87e+17
C202211292350A,2022,11,29,23,50,38,54.11,-34.97,12.0,5.54,0,1.4,2.5799999999999997e+17,-1.92e+16,-2.39e+17,-7.46e+16,-5300000000000000.0,-2.43e+16
C202211301517A,2022,11,30,15,17,41,26.69,55.21,12.0,5.61,0,1.6,2.99e+17,-3.3399999999999994e+17,3.52e+16,5.68e+16,-4.94e+16,5.5e+16
C202212021235A,2022,12,2,12,35,11,-53.87,2.88,19.5,5.65,0,1.6,-5.689999999999999e+16,4.01e+17,-3.44e+17,1.2699999999999998e+16,4.75e+16,-4.089999999999999e+16
C202212030949A,2022,12,3,9,49,40,-7.45,107.58,121.6,5.82,0,2.0,1.41e+17,4.6199999999999994e+17,-6.029999999999999e+17,2.17e+17,-9.929999999999998e+16,-3.13e+17
C202212040953A,2022,12,4,9,53,11,-0.95,10.38,12.0,5.58,0,1.5,-2.71e+17,-1.97e+16,2.91e+17,7.38e+16,8699999999999999.0,4.49e+16
C202212041900A,2022,12,4,19,0,9,-21.8,170.53,140.8,5.57,0,1.5,-1.29e+16,-3.41e+16,4.699999999999999e+16,1.91e+17,3.769999999999999e+16,2.06e+17
C202212041924A,2022,12,4,19,24,15,-15.24,-172.87,52.2,6.8,0,6.1,-1.27e+19,1.23e+19,4.7e+17,-1.18e+19,8.3e+18,-4.59e+18
C202212050535A,2022,12,5,5,35,8,-11.3,166.12,90.0,5.85,0,2.1,4.2e+17,-3.58e+16,-3.84e+17,7.9e+16,-6.27e+17,-4.849999999999999e+16
C202212051619A,2022,12,5,16,19,23,-15.26,-173.03,50.6,5.68,0,1.7,-9.339999999999998e+16,1.1e+17,-1.69e+16,-3.84e+17,9.82e+16,7.81e+16
C202212060607A,2022,12,6,6,7,48,-10.73,113.42,12.0,5.86,0,2.1,-6.779999999999999e+17,6.35e+17,4.3e+16,3.5299999999999994e+17,-6.7e+16,-1.54e+17
C202212060934A,2022,12,6,9,34,51,-40.93,78.56,12.0,5.39,0,1.2,4199999999999999.5,1.7999999999999998e+16,-2.2199999999999996e+16,-2.2199999999999996e+16,3.2499999999999996e+16,-1.49e+17
C202212080050A,2022,12,8,0,50,57,-7.05,107.06,118.4,5.81,0,2.0,3.77e+17,1.76e+17,-5.5199999999999994e+17,-2.7199999999999997e+17,3.26e+17,-1.3799999999999998e+17
C202212080458A,2022,12,8,4,58,57,-2.53,139.3,20.4,5.34,0,1.1,6.48e+16,-5.5e+16,-9800000000000000.0,-8.14e+16,7.63e+16,2.44e+16
C202212080642A,2022,12,8,6,42,15,42.3,46.82,50.7,5.47,0,1.3,-1.0799999999999998e+17,1.2199999999999998e+17,-1.45e+16,4.93e+16,-5.94e+16,1.47e+17
C202212081006A,2022,12,8,10,6,38,-14.89,-173.21,12.0,5.42,0,1.2,2.63e+16,6.499999999999999e+16,-9.13e+16,2.6399999999999996e+16,1.14e+17,8.92e+16
C202212081445A,2022,12,8,14,45,26,-63.13,-163.85,12.0,5.49,0,1.3,-3.3399999999999996e+16,-7.419999999999998e+16,1.0799999999999998e+17,2.42e+16,-1.4e+16,1.9399999999999997e+17
C202212090632A,2022,12,9,6,32,59,13.32,125.8,17.1,5.7,0,1.7,-2.5499999999999997e+17,2.47e+17,8600000000000000.0,6.25e+16,3.75e+16,-4.08e+17
C202212092001A,2022,12,9,20,1,55,6.35,126.16,66.3,5.62,0,1.6,-6.159999999999999e+16,2.9699999999999994e+17,-2.36e+17,-8.31e+16,1.7999999999999997e+17,-5.27e+16
C202212100641A,2022,12,10,6,41,28,-23.04,-68.2,135.0,5.62,0,1.6,-2.82e+17,3.86e+16,2.4399999999999997e+17,7.55e+16,-8.31e+16,-1.76e+17
C202212100725A,2022,12,10,7,25,48,-33.67,-72.07,22.0,5.49,0,1.4,1.1499999999999998e+17,7600000000000000.0,-1.2199999999999998e+17,3800000000000000.0,-1.76e+17,-1.26e+16
C202212110640A,2022,12,11,6,40,20,-58.9,-24.62,37.2,5.68,0,1.7,3.54e+17,7.46e+16,-4.28e+17,-6.63e+16,1.06e+17,-1200000000000000.0
C202212111431A,2022,12,11,14,31,29,17.19,-100.58,20.4,5.99,0,2.4,8.82e+17,-7.51e+17,-1.3099999999999998e+17,6.39e+17,-5.1999999999999994e+17,3.15e+17
C202212121827A,2022,12,12,18,27,34,4.69,-82.63,21.1,5.58,0,1.5,-3200000000000000.0,1.4599999999999998e+16,-1.14e+16,4.68e+16,2.8299999999999996e+16,2.85e+17
C202212131425A,2022,12,13,14,25,15,27.6,129.43,12.0,5.76,0,1.9,2.5e+16,1.18e+17,-1.4299999999999998e+17,2.1599999999999997e+17,4.9599999999999994e+17,4.11e+16
C202212140628A,2022,12,14,6,28,3,-62.81,155.78,12.0,5.46,0,1.3,-1.34e+16,1.54e+17,-1.41e+17,-5.51e+16,-3.23e+16,-1.0799999999999998e+17
C202212141840A,2022,12,14,18,40,28,51.73,178.78,76.1,6.25,0,3.3,4.31e+17,-1.97e+18,1.54e+18,1.56e+17,-1.86e+18,-1.5699999999999997e+18
C202212150403A,2022,12,15,4,3,16,23.78,121.69,19.2,5.94,0,2.3,9.85e+17,-3.7e+17,-6.15e+17,7.4e+16,1.63e+17,-5.3399999999999994e+17
C202212151432A,2022,12,15,14,32,24,12.65,-88.85,56.9,5.68,0,1.7,-3.8299999999999994e+17,2.61e+17,1.2199999999999998e+17,7.87e+16,-1.2999999999999998e+16,-2.34e+17
C202212162335A,2022,12,16,23,35,28,32.3,-102.05,12.0,5.17,0,0.9,-6.65e+16,6.12e+16,5319999999999999.0,2.0599999999999996e+16,-1980000000000000.0,2.53e+16
C202212171806A,2022,12,17,18,6,4,31.73,131.67,40.4,5.6,0,1.5,2.6899999999999997e+17,-1.02e+17,-1.6699999999999997e+17,1.06e+17,1.51e+17,-1.18e+17
C202212201034A,2022,12,20,10,34,24,40.63,-124.24,17.9,6.37,0,3.7,1.76e+17,-2.92e+18,2.74e+18,-1.61e+17,-2.42e+17,3.51e+18
C202212201638A,2022,12,20,16,38,42,-33.85,-179.52,48.0,5.62,0,1.6,1.17e+17,-1.8799999999999997e+17,7.16e+16,-1.47e+17,-1.32e+17,2.2e+17
C202212210434A,2022,12,21,4,34,42,-26.39,-176.06,21.9,5.49,0,1.4,1.4499999999999997e+17,1.4799999999999998e+16,-1.5999999999999997e+17,6100000000000000.0,1.47e+17,2.1e+16
C202212221313A,2022,12,22,13,13,55,-7.98,-74.53,157.4,5.53,0,1.4,-1.6699999999999997e+17,-3.89e+16,2.06e+17,8.409999999999998e+16,-1.34e+17,-1.8999999999999996e+16
C202212230839A,2022,12,23,8,39,24,-65.33,-179.74,12.0,5.58,0,1.5,-8.699999999999998e+16,3.0399999999999994e+17,-2.17e+17,-1.02e+17,-5.049999999999999e+16,-8.37e+16
B202212240835A,2022,12,24,8,35,41,28.29,138.66,525.0,5.53,0,1.4,1.6599999999999997e+17,2.5399999999999996e+16,-1.91e+17,1.05e+17,-1.26e+17,2.68e+16
B202212260527A,2022,12,26,5,27,53,-19.37,-177.57,519.9,5.46,0,1.3,-1.64e+17,-6899999999999999.0,1.71e+17,3.01e+16,-9.79e+16,2.34e+16
C202212261221A,2022,12,26,12,21,7,14.82,39.89,12.0,5.51,0,1.4,-2.04e+17,3.97e+16,1.64e+17,1.13e+17,9700000000000000.0,-8.119999999999998e+16
C202212270100A,2022,12,27,1,0,47,-21.99,-174.46,27.6,5.66,0,1.6,2.9699999999999994e+17,-1.97e+16,-2.77e+17,9.01e+16,2.0099999999999997e+17,-1.32e+17
C202212281634A,2022,12,28,16,34,20,-21.22,171.36,15.1,6.17,0,3.0,-1.17e+17,2.0899999999999997e+18,-1.97e+18,-1.86e+17,-2.4e+17,8.72e+17
C202212281716A,2022,12,28,17,16,36,41.82,79.68,24.3,5.42,0,1.2,1.3799999999999998e+17,-9.989999999999998e+16,-3.76e+16,5.199999999999999e+16,1.16e+17,-1.33e+16
C202301011824A,2023,1,1,18,24,34,-2.43,140.86,14.3,5.5,0,1.4,-2.1899999999999996e+16,5.23e+16,-3.04e+16,-3.67e+16,1.13e+17,1.8799999999999997e+17
C202301011826A,2023,1,1,18,26,48,-55.8,-124.19,23.0,5.76,0,1.8,-4.55e+16,3.44e+17,-2.99e+17,-4300000000000000.0,-6200000000000000.0,4.35e+17
C202301011835A,2023,1,1,18,35,4,40.46,-123.98,24.8,5.44,0,1.3,1.18e+16,-1.63e+17,1.51e+17,-3.17e+16,-3.99e+16,-7.34e+16
C202301031309A,2023,1,3,13,9,8,-65.06,179.03,12.0,5.4,0,1.2,-1.9999999999999996e+16,1.5999999999999997e+17,-1.4e+17,-3.44e+16,6800000000000000.0,-4.43e+16
C202301031453A,2023,1,3,14,53,33,-65.12,179.13,12.0,5.4,0,1.2,-2.5699999999999996e+16,1.62e+17,-1.3699999999999998e+17,-4.62e+16,-1300000000000000.0,-3.62e+16
C202301031819A,2023,1,3,18,19,25,0.93,-29.14,12.0,5.56,0,1.5,-9499999999999998.0,2.5999999999999996e+16,-1.65e+16,7.949999999999998e+16,-4.11e+16,-2.5999999999999997e+17
C202301051425A,2023,1,5,14,25,52,36.46,70.57,208.9,6.03,0,2.5,8.91e+17,-7.799999999999999e+17,-1.11e+17,1.0399999999999999e+18,-3.89e+17,2.5299999999999997e+17
C202301061152A,2023,1,6,11,52,38,-24.81,-179.98,497.0,5.89,0,2.2,-1.34e+17,8.69e+16,4.759999999999999e+16,1.8099999999999997e+17,-8.269999999999999e+17,-1.1899999999999998e+17
C202301081232A,2023,1,8,12,32,42,-15.05,166.69,28.9,7.0,0,7.7,3.69e+19,-2.1299999999999997e+18,-3.4799999999999996e+19,8.1e+18,-9.08e+18,1.03e+19
C202301091747A,2023,1,9,17,47,35,-7.16,130.03,91.8,7.64,0,16.1,2.69e+20,-2.5399999999999997e+20,-1.52e+19,-1.8e+19,1.5799999999999997e+20,1.93e+20
C202301100524A,2023,1,10,5,24,48,-14.95,167.17,118.1,5.75,0,1.8,4.99e+17,-7.97e+16,-4.2e+17,-6.94e+16,-8.939999999999998e+16,-2.18e+17
C202301110839A,2023,1,11,8,39,53,-14.84,166.62,22.2,5.89,0,2.1,7.87e+17,-8999999999999999.0,-7.78e+17,2.05e+17,-1.55e+17,2.41e+17
C202301111130A,2023,1,11,11,30,27,-23.38,-174.81,12.3,5.59,0,1.5,2.4e+17,-3.5999999999999996e+16,-2.04e+17,1.1e+17,1.63e+17,-8.31e+16
C202301111617A,2023,1,11,16,17,45,-50.02,-114.32,12.0,5.87,0,2.1,-3.54e+17,6.29e+17,-2.75e+17,-5.3e+16,9.2e+16,6.57e+17
C202301120619A,2023,1,12,6,19,11,-30.77,-71.47,62.5,5.59,0,1.5,2.47e+17,5.55e+16,-3.02e+17,2.9599999999999996e+16,-1.2999999999999998e+17,5.96e+16
B202301121628A,2023,1,12,16,28,51,-21.95,179.66,612.9,5.57,0,1.5,-9.809999999999998e+16,1.26e+17,-2.74e+16,1.1599999999999998e+16,1.3799999999999998e+17,-2.28e+17
C202301151204A,2023,1,15,12,4,17,-15.0,166.77,35.5,5.66,0,1.6,3.84e+17,-2.66e+16,-3.57e+17,5.019999999999999e+16,-1.28e+16,1.05e+17
C202301152230A,2023,1,15,22,29,58,1.87,97.78,47.5,6.14,0,2.9,1.4299999999999997e+18,-5.37e+17,-8.95e+17,1.25e+18,-7.69e+17,7.45e+17
C202301160449A,2023,1,16,4,49,52,28.95,139.32,413.8,6.38,0,3.8,-2.0899999999999997e+18,5.91e+17,1.5e+18,3.09e+17,-4.0599999999999995e+18,-1.31e+18
C202301180034A,2023,1,18,0,34,44,0.01,123.21,151.9,6.08,0,2.7,1.61e+18,-1.07e+18,-5.42e+17,7.35e+17,2.27e+17,-4.06e+17
C202301180606A,2023,1,18,6,6,13,2.93,127.09,28.7,6.99,0,7.7,1.9e+18,3.52e+19,-3.71e+19,6.12e+18,-5.9e+18,1.12e+19
C202301181008A,2023,1,18,10,8,12,38.54,44.87,24.7,5.74,0,1.8,-5.979999999999999e+16,-3.89e+17,4.48e+17,1.7999999999999997e+17,-1.21e+17,-2.06e+17
C202301201123A,2023,1,20,11,23,41,16.3,-62.08,163.5,6.2,0,3.1,-6.309999999999999e+17,7.759999999999999e+17,-1.4499999999999997e+17,3.1999999999999994e+17,1.49e+18,1.87e+18
C202301202209A,2023,1,20,22,9,39,-26.65,-63.14,588.7,6.73,0,5.7,-6.61e+18,-2.39e+18,9e+18,-9.33e+18,9.75e+18,-1.25e+18
C202301211949A,2023,1,21,19,49,28,57.47,-33.05,12.0,5.65,0,1.6,-3.56e+17,1.81e+16,3.38e+17,1.5099999999999998e+16,-5.839999999999999e+16,1.13e+17
C202301231817A,2023,1,23,18,17,34,2.83,127.31,16.5,5.71,0,1.7,2.5499999999999997e+17,-1.4e+16,-2.41e+17,3.04e+16,3.8299999999999994e+17,-6.64e+16
